1 0.05 30720
2 0.05 30400
3 0.05 30880
4 0.05 30720
5 0.05 30400
6 0.06 30400
7 0.06 30720
8 0.06 30560
9 0.05 30720
10 0.06 30720
11 0.07 30560
12 0.05 30720
13 0.06 30880
14 0.06 30560
15 0.05 30560
16 0.06 30880
17 0.06 30560
18 0.05 30880
19 0.05 30400
20 0.05 30560
