1 0.06 30560
2 0.06 30560
3 0.06 30880
4 0.06 30560
5 0.06 30560
6 0.06 30720
7 0.06 30880
8 0.05 30720
9 0.05 30880
10 0.05 30720
11 0.05 30560
12 0.05 30560
13 0.05 30560
14 0.05 30720
15 0.05 30560
16 0.05 30400
17 0.05 30560
18 0.05 30720
19 0.06 30720
20 0.06 30880
